,LASAR,MouseID,Ear (L/R),TumorID,Model CLID,Group#,Group Description,Response,Day Taken,Day,Area,Area Unit,Phenotype 1,Abundance 1,Ratio 1,Core 1
2338,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-02-01,18,5.494074720672999,mm2,excluded,5175.7311,0.016061443775157738,4717.9256
2339,17-0727 A,20200114 Cage-1 Mouse-3,R,9,CL587054,2,aPD-L1,C.R.,2020-02-02,19,8.980528684142,mm2,inflamed,7275.7141,0.794795704272452,7291.992200000001
2350,17-0727 A,20200114 Cage-1 Mouse-3,R,9.1.2.3.4.5.12,CL587054,2,aPD-L1,C.R.,2020-02-20,37,0.0,mm2,None,NaN,NaN,NaN
2351,17-0727 A,20200114 Cage-1 Mouse-3,R,9.1.2.3.4.5.12,CL587054,2,aPD-L1,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
2331,17-0727 A,20200114 Cage-1 Mouse-3,R,9.1.2.3.4.5.6.7.8.10.11.12.13,CL587054,2,aPD-L1,C.R.,2020-01-22,8,0.001,mm2,inflamed,2960.5011,0.9934154155982098,3447.9387500000003
5301,17-0727 A,20200114 Cage-1 Mouse-4,L,1,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,11580.8732,0.9200769300314804,22277.03965
5302,17-0727 A,20200114 Cage-1 Mouse-4,L,1,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.0,mm2,None,NaN,NaN,NaN
5303,17-0727 A,20200114 Cage-1 Mouse-4,L,1,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5424,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,6148.1655,0.9411578195766048,6539.85015
5425,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.23404602711699998,mm2,inflamed,16122.3813,0.9841797361192173,18930.4963
5426,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-24,10,1.0086036818929998,mm2,inflamed,15034.8099,0.938031526440847,17319.0053
5427,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.8983847367829999,mm2,inflamed,17197.87225,0.7589698385505451,19859.5737
5428,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-26,12,1.3864251179629998,mm2,inflamed,20824.620000000003,0.7047128038464051,24398.2158
5429,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-27,13,1.4867662214939998,mm2,inflamed,16457.38285,0.9516581809672354,17605.5351
5430,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-01-28,14,0.0,mm2,None,NaN,NaN,NaN
5431,17-0727 A,20200114 Cage-1 Mouse-4,L,10,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5432,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,7090.102800000001,0.8546741402715131,7407.0655
5433,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.33574575784099997,mm2,inflamed,22185.5408,0.9960491676140786,22605.263
5434,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.520015525504,mm2,inflamed,13462.690149999999,1.0,13488.3368
5435,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.6668583792399999,mm2,inflamed,12242.1198,0.8008867335827636,13556.0405
5436,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.9018986283509999,mm2,inflamed,13603.9362,0.07918927924758407,13377.3932
5437,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-27,13,0.8890143608279999,mm2,inflamed,14702.2772,0.3803261909438606,14903.98805
5438,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-01-28,14,0.0,mm2,None,NaN,NaN,NaN
5439,17-0727 A,20200114 Cage-1 Mouse-4,L,11,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5441,17-0727 A,20200114 Cage-1 Mouse-4,L,12,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.653533022387,mm2,inflamed,16122.3813,0.9841797361192173,18930.4963
5446,17-0727 A,20200114 Cage-1 Mouse-4,L,12,CL587054,1,aTGFb,C.R.,2020-01-28,14,0.0,mm2,None,NaN,NaN,NaN
5447,17-0727 A,20200114 Cage-1 Mouse-4,L,12,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5448,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,8580.3568,0.870145384517692,9898.2289
5449,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.8594701020529999,mm2,inflamed,17771.0602,0.7096081577177475,21396.1684
5450,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-01-24,10,1.307651649698,mm2,inflamed,12543.3634,0.3757246977534714,14213.16295
5451,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-01-25,11,1.330593296709,mm2,inflamed,16225.90495,0.8874154395359689,19934.947650000002
5452,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-01-26,12,1.7877895274079998,mm2,inflamed,17383.7836,0.7643458493342992,19351.22405
5453,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-01-27,13,0.0,mm2,None,NaN,NaN,NaN
5454,17-0727 A,20200114 Cage-1 Mouse-4,L,13,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5456,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-23,9,1.3023812240979997,mm2,inflamed,13756.8551,0.7865514434532371,14762.4771
5457,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-24,10,2.0472683245309997,mm2,inflamed,13436.9717,0.7654014235355759,15215.2395
5458,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-25,11,2.4901772474459998,mm2,inflamed,14267.50775,0.9183614963333486,15868.712500000001
5459,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-26,12,3.1119406926949997,mm2,inflamed,15679.2885,0.6131087272644664,17029.3694
5460,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-27,13,3.3424909687269997,mm2,inflamed,12271.017,0.9912108782131894,13820.880099999998
5461,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-28,14,3.3961754143999996,mm2,inflamed,5963.8969,0.915620534804317,8801.4538
5462,17-0727 A,20200114 Cage-1 Mouse-4,L,14,CL587054,1,aTGFb,P.R.,2020-01-29,15,2.5398622242889997,mm2,excluded,7882.8318,0.1425765866240301,4865.7554
5455,17-0727 A,20200114 Cage-1 Mouse-4,L,14.1.2.3.4.5.6.7.8.9.10.11.12.13.15.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,7582.4947,0.6331807674869823,7579.83785
5476,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-23,9,1.167887715889,mm2,inflamed,13565.74715,0.7013618523914009,15727.3872
5477,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-24,10,1.3195589139469999,mm2,inflamed,11525.3456,0.803321748123189,12531.5827
5478,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-25,11,1.152360950363,mm2,inflamed,12476.9105,0.9634115289324353,14378.8975
5479,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-26,12,1.68705799408,mm2,inflamed,17574.805699999997,0.8807449289276967,20096.6057
5480,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-27,13,2.386712686823,mm2,inflamed,14703.1621,0.8393187718380047,18163.881999999998
5481,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-28,14,2.5676780604639995,mm2,inflamed,5963.8969,0.915620534804317,8801.4538
5482,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-01-29,15,2.2415372602429997,mm2,inflamed,7776.8189999999995,0.9934595859634285,9801.199649999999
5484,17-0727 A,20200114 Cage-1 Mouse-4,L,15,CL587054,1,aTGFb,P.R.,2020-02-02,19,1.558319960006,mm2,excluded,7222.5343,0.4692437555354387,6100.1611
5475,17-0727 A,20200114 Cage-1 Mouse-4,L,15.1.2.3.4.5.6.7.8.9.10.11.12.13.14.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,4277.70925,0.6287742918617822,4614.98845
5305,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-23,9,0.589311885145,mm2,inflamed,15710.02,0.8662929684290633,17392.1172
5306,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-24,10,1.3601607258919999,mm2,inflamed,9538.0648,0.9230480484344552,10219.24435
5307,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-25,11,1.726882090719,mm2,inflamed,11422.5355,0.9965033285360447,13424.8032
5308,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-26,12,2.507551483369,mm2,inflamed,12916.2172,0.9857105264574763,14579.00285
5309,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-27,13,2.7630894301739994,mm2,inflamed,17256.8652,0.8946360874693589,19020.3803
5310,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-28,14,3.0156991324459996,mm2,inflamed,5963.8969,0.915620534804317,8801.4538
5311,17-0727 A,20200114 Cage-1 Mouse-4,L,2,CL587054,1,aTGFb,P.R.,2020-01-29,15,2.9059350750369997,mm2,excluded,7882.8318,0.1425765866240301,4865.7554
5304,17-0727 A,20200114 Cage-1 Mouse-4,L,2.1.3.4.5.6.7.8.9.10.11.12.13.14.15.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,6624.1977,0.6348748529007942,6614.05995
5313,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14,CL587054,1,aTGFb,P.R.,2020-02-02,19,10.759493640945,mm2,excluded,7222.5343,0.4692437555354387,6100.1611
5312,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-01,18,43.451211322776,mm2,excluded,6767.37405,0.19220127159412775,5841.3079
5314,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-03,20,20.951573617397997,mm2,uncertain,6128.9571,0.5815453775482972,6187.4643
5315,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-04,21,18.757734490228,mm2,inflamed,9648.2932,0.7880855833047783,13363.53935
5316,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-05,22,23.532568055714,mm2,inflamed,16309.7242,0.8263798507944542,17480.40365
5317,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-06,23,8.208058368698,mm2,inflamed,8731.76215,0.8928777978189459,9313.5399
5318,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-07,24,12.309029382042,mm2,inflamed,20743.10915,0.8894062538447409,24038.6845
5319,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-09,26,23.911878396374,mm2,excluded,8619.763350000001,0.18646585744249897,5733.4231
5320,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-10,27,25.996053142871997,mm2,inflamed,7398.3034,0.9001007051937129,8893.7426
5321,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-17,34,33.950864927213,mm2,excluded,5796.2703,0.07026912514865606,3334.7307499999997
5322,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-20,37,22.024872026196995,mm2,inflamed,3838.9293,0.8598484426025053,5239.5502
5323,17-0727 A,20200114 Cage-1 Mouse-4,L,2.3.4.5.6.14.15,CL587054,1,aTGFb,P.R.,2020-02-22,39,22.229068120148,mm2,uncertain,5057.6448,0.8259994517632521,5376.8643
5325,17-0727 A,20200114 Cage-1 Mouse-4,L,3,CL587054,1,aTGFb,P.R.,2020-01-23,9,0.12297664568299999,mm2,inflamed,22185.5408,0.9960491676140786,22605.263
5326,17-0727 A,20200114 Cage-1 Mouse-4,L,3,CL587054,1,aTGFb,P.R.,2020-01-24,10,0.5703773898819999,mm2,inflamed,14805.461299999999,0.6446252146792525,15072.29725
5328,17-0727 A,20200114 Cage-1 Mouse-4,L,3,CL587054,1,aTGFb,P.R.,2020-01-26,12,0.7523630522259999,mm2,inflamed,12133.55895,0.3194226456322905,11665.32445
5324,17-0727 A,20200114 Cage-1 Mouse-4,L,3.1.2.4.5.6.7.8.9.10.11.12.13.14.15.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,10354.0385,0.8971676599968347,10950.6576
5327,17-0727 A,20200114 Cage-1 Mouse-4,L,3.11,CL587054,1,aTGFb,P.R.,2020-01-25,11,0.6668583792399999,mm2,inflamed,11499.9027,0.1815933980649499,11454.9274
5330,17-0727 A,20200114 Cage-1 Mouse-4,L,3.4,CL587054,1,aTGFb,P.R.,2020-01-28,14,673.9181756260999,mm2,inflamed,5963.8969,0.915620534804317,8801.4538
5331,17-0727 A,20200114 Cage-1 Mouse-4,L,3.4.5.6,CL587054,1,aTGFb,P.R.,2020-01-29,15,11.760407489275998,mm2,excluded,7882.8318,0.1425765866240301,4865.7554
5329,17-0727 A,20200114 Cage-1 Mouse-4,L,3.4.6,CL587054,1,aTGFb,P.R.,2020-01-27,13,11.685053265767,mm2,inflamed,11418.8005,0.03848892641646049,10939.8942
5346,17-0727 A,20200114 Cage-1 Mouse-4,L,4,CL587054,1,aTGFb,P.R.,2020-01-24,10,4.318432222023,mm2,inflamed,11489.76475,0.1361423595272993,11110.114399999999
5347,17-0727 A,20200114 Cage-1 Mouse-4,L,4,CL587054,1,aTGFb,P.R.,2020-01-25,11,5.028182451498999,mm2,inflamed,11499.9027,0.1815933980649499,11454.9274
5348,17-0727 A,20200114 Cage-1 Mouse-4,L,4,CL587054,1,aTGFb,P.R.,2020-01-26,12,6.944424210302999,mm2,inflamed,12133.55895,0.3194226456322905,11665.32445
5344,17-0727 A,20200114 Cage-1 Mouse-4,L,4.1.2.3.5.6.7.8.9.10.11.12.13.14.15.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,8967.913550000001,0.38079271294655004,8954.5045
5345,17-0727 A,20200114 Cage-1 Mouse-4,L,4.6,CL587054,1,aTGFb,P.R.,2020-01-23,9,2.6465354606309996,mm2,inflamed,12453.1744,0.2315255040963694,11731.433550000002
5365,17-0727 A,20200114 Cage-1 Mouse-4,L,5,CL587054,1,aTGFb,P.R.,2020-01-23,9,0.700966871503,mm2,inflamed,14659.354,0.8065630923894683,16338.65855
5366,17-0727 A,20200114 Cage-1 Mouse-4,L,5,CL587054,1,aTGFb,P.R.,2020-01-24,10,1.2584609904889998,mm2,inflamed,10932.9828,0.43496967773776263,11154.6254
5367,17-0727 A,20200114 Cage-1 Mouse-4,L,5,CL587054,1,aTGFb,P.R.,2020-01-25,11,1.2146349030389998,mm2,inflamed,13448.8032,0.702805528230061,14703.0385
5368,17-0727 A,20200114 Cage-1 Mouse-4,L,5,CL587054,1,aTGFb,P.R.,2020-01-26,12,1.493989217189,mm2,inflamed,12133.55895,0.3194226456322905,11665.32445
5369,17-0727 A,20200114 Cage-1 Mouse-4,L,5,CL587054,1,aTGFb,P.R.,2020-01-27,13,1.285693584635,mm2,inflamed,11418.8005,0.03848892641646049,10939.8942
5364,17-0727 A,20200114 Cage-1 Mouse-4,L,5.1.2.3.4.6.7.8.9.10.11.12.13.14.15.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,9586.9905,0.9980177862189606,10659.858
5370,17-0727 A,20200114 Cage-1 Mouse-4,L,5.6,CL587054,1,aTGFb,P.R.,2020-01-28,14,11.484761493180999,mm2,inflamed,5963.8969,0.915620534804317,8801.4538
5386,17-0727 A,20200114 Cage-1 Mouse-4,L,6,CL587054,1,aTGFb,P.R.,2020-01-24,10,0.594387112223,mm2,inflamed,9647.5634,0.86533545633846,9797.7565
5387,17-0727 A,20200114 Cage-1 Mouse-4,L,6,CL587054,1,aTGFb,P.R.,2020-01-25,11,0.789258904332,mm2,inflamed,11499.9027,0.1815933980649499,11454.9274
5388,17-0727 A,20200114 Cage-1 Mouse-4,L,6,CL587054,1,aTGFb,P.R.,2020-01-26,12,0.7623190752159998,mm2,inflamed,12133.55895,0.3194226456322905,11665.32445
5384,17-0727 A,20200114 Cage-1 Mouse-4,L,6.1.2.3.4.5.7.8.9.10.11.12.13.14.15.1.2.3.4.5.6.7.8.9.10.11.12.13,CL587054,1,aTGFb,P.R.,2020-01-22,8,0.001,mm2,inflamed,9907.41385,0.6894829744717343,10417.735
5385,17-0727 A,20200114 Cage-1 Mouse-4,L,6.4,CL587054,1,aTGFb,P.R.,2020-01-23,9,2.6465354606309996,mm2,inflamed,10879.2722,0.7056459311206905,11055.7519
5404,17-0727 A,20200114 Cage-1 Mouse-4,L,7,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,6331.1696,0.7719962367503609,6511.37375
5405,17-0727 A,20200114 Cage-1 Mouse-4,L,7,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.426514235642,mm2,inflamed,9966.2099,0.8323030770785984,11379.999749999999
5406,17-0727 A,20200114 Cage-1 Mouse-4,L,7,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.780413689979,mm2,inflamed,7805.049349999999,0.2965456273353926,8535.9726
5407,17-0727 A,20200114 Cage-1 Mouse-4,L,7,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.8201030594919999,mm2,inflamed,8188.75675,0.8676680542885724,9137.3379
5408,17-0727 A,20200114 Cage-1 Mouse-4,L,7,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.0,mm2,None,NaN,NaN,NaN
5409,17-0727 A,20200114 Cage-1 Mouse-4,L,7,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5410,17-0727 A,20200114 Cage-1 Mouse-4,L,8,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,7422.4757,0.9897885709779243,7999.2301
5411,17-0727 A,20200114 Cage-1 Mouse-4,L,8,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.466530442663,mm2,inflamed,9778.292,0.8398757201938164,10460.46465
5412,17-0727 A,20200114 Cage-1 Mouse-4,L,8,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.6080511865649999,mm2,excluded,4714.512,0.0186581722968704,4654.9266
5413,17-0727 A,20200114 Cage-1 Mouse-4,L,8,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.58623410913,mm2,inflamed,10537.7399,0.6882663327439601,10757.97695
5414,17-0727 A,20200114 Cage-1 Mouse-4,L,8,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.0,mm2,None,NaN,NaN,NaN
5415,17-0727 A,20200114 Cage-1 Mouse-4,L,8,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5416,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.001,mm2,inflamed,5507.75745,0.8912452925657042,7103.1382
5417,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.466530442663,mm2,inflamed,6886.9804,0.9855586865454009,7362.4626
5418,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.7159973495359999,mm2,inflamed,5877.846,0.9871577981199591,6966.481
5419,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.6803282937979999,mm2,inflamed,8388.5957,0.769413070167533,9546.2845
5420,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.7408453006899999,mm2,inflamed,9374.4568,0.9640288781692053,11066.1229
5421,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-27,13,0.5950188333709999,mm2,inflamed,5075.4865,0.9345847634491106,5789.8652
5422,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-01-28,14,0.0,mm2,None,NaN,NaN,NaN
5423,17-0727 A,20200114 Cage-1 Mouse-4,L,9,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5495,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-20,6,0.001,mm2,desert,1021.3316500000001,0.7962089333504169,1116.9684
5496,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.41909659354699996,mm2,inflamed,5447.463400000001,0.681894364575682,5951.44315
5497,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.5619837458189999,mm2,inflamed,5287.38915,0.6358020521646435,6156.6687
5498,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.9942358672349999,mm2,inflamed,6995.8096,0.6725556433665633,7406.9636
5499,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.5778398146859999,mm2,inflamed,5778.60295,0.8611288570369897,7183.44275
5500,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.528450124854,mm2,inflamed,7532.2913,0.5599668193056332,9063.7825
5501,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-01-28,14,0.0,mm2,None,NaN,NaN,NaN
5502,17-0727 A,20200114 Cage-1 Mouse-4,R,1,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5503,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-20,6,0.001,mm2,inflamed,2966.3833,0.7497476342704098,3387.7239
5504,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.19500582206399997,mm2,uncertain,3768.3305499999997,0.34996008196275924,4192.9336
5505,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.41089815268499996,mm2,inflamed,8644.1935,0.9449694718147205,10409.778600000001
5506,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.427132944491,mm2,inflamed,6883.7903,0.34220748564891795,7205.67925
5507,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-25,11,0.43494158722099996,mm2,inflamed,3806.15355,0.6606114055185406,4268.7392500000005
5508,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.3701298244879999,mm2,inflamed,7409.8752,0.9510488872572654,8844.968
5509,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-01-27,13,0.0,mm2,None,NaN,NaN,NaN
5510,17-0727 A,20200114 Cage-1 Mouse-4,R,2,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5511,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-01-20,6,0.001,mm2,desert,1430.58105,0.8977963131312489,1647.7694000000001
5512,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.21491632397399998,mm2,excluded,4351.53935,0.21190619843751515,3761.7870000000003
5513,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.350971439075,mm2,inflamed,3431.8639,0.8326010714284355,3785.4644
5514,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.381061928989,mm2,inflamed,7116.7206,0.7896025137823153,7283.4732
5515,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-01-26,12,0.3533412355999999,mm2,inflamed,7496.80625,0.2851797893854433,7265.2765
5516,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-01-28,14,0.0,mm2,None,NaN,NaN,NaN
5517,17-0727 A,20200114 Cage-1 Mouse-4,R,3,CL587054,1,aTGFb,C.R.,2020-02-22,39,0.0,mm2,None,NaN,NaN,NaN
5518,17-0727 A,20200114 Cage-1 Mouse-4,R,4,CL587054,1,aTGFb,C.R.,2020-01-20,6,0.001,mm2,uncertain,2236.32105,0.4159335506631527,2242.2385
5519,17-0727 A,20200114 Cage-1 Mouse-4,R,4,CL587054,1,aTGFb,C.R.,2020-01-22,8,0.439202298658,mm2,inflamed,4039.2072,0.5027382313713231,4420.1008999999995
5520,17-0727 A,20200114 Cage-1 Mouse-4,R,4,CL587054,1,aTGFb,C.R.,2020-01-23,9,0.44857194936799993,mm2,inflamed,9593.848,0.8867984334645526,9885.138500000001
5521,17-0727 A,20200114 Cage-1 Mouse-4,R,4,CL587054,1,aTGFb,C.R.,2020-01-24,10,0.413858242492,mm2,inflamed,8407.75015,0.938599110703683,8756.3154
